team_name,season,fg_pct,threep_pct,ft_pct,rpg,apg,spg,bpg,tpg,ppg,oppg,net_rating,FG%,3P%,FT%,REB,AST,STL,BLK,TO,PF,PTS
Unknown,2024,48.8,50.0,79.2,48.2,1.372,0.58,0.0,0.0,0.0,0.0,0.0,48.8,50.0,79.2,48.2,1.372,0.58,0.0,0.0,0.0,0.0
