team_name,season,fg_pct,threep_pct,ft_pct,rpg,apg,spg,bpg,tpg,ppg,oppg,net_rating,FG%,3P%,FT%,REB,AST,STL,BLK,TO,PF,PTS
Unknown,2024,47.4,29.4,71.4,57.4,1.263,0.53,0.0,0.0,0.0,0.0,0.0,47.4,29.4,71.4,57.4,1.263,0.53,0.0,0.0,0.0,0.0
