team_name,season,fg_pct,threep_pct,ft_pct,rpg,apg,spg,bpg,tpg,ppg,oppg,net_rating,FG%,3P%,FT%,REB,AST,STL,BLK,TO,PF,PTS
Unknown,2024,44.8,36.7,81.3,49.1,1.322,0.51,0.0,0.0,0.0,0.0,0.0,44.8,36.7,81.3,49.1,1.322,0.51,0.0,0.0,0.0,0.0
