team_name,season,fg_pct,threep_pct,ft_pct,rpg,apg,spg,bpg,tpg,ppg,oppg,net_rating,FG%,3P%,FT%,REB,AST,STL,BLK,TO,PF,PTS
Unknown,2024,46.7,40.0,82.9,50.0,1.389,0.53,0.0,0.0,0.0,0.0,0.0,46.7,40.0,82.9,50.0,1.389,0.53,0.0,0.0,0.0,0.0
