team_name,season,fg_pct,threep_pct,ft_pct,rpg,apg,spg,bpg,tpg,ppg,oppg,net_rating,FG%,3P%,FT%,REB,AST,STL,BLK,TO,PF,PTS
Unknown,2024,56.8,24.0,82.8,68.6,1.453,0.6,0.0,0.0,0.0,0.0,0.0,56.8,24.0,82.8,68.6,1.453,0.6,0.0,0.0,0.0,0.0
