team_name,season,fg_pct,threep_pct,ft_pct,rpg,apg,spg,bpg,tpg,ppg,oppg,net_rating,FG%,3P%,FT%,REB,AST,STL,BLK,TO,PF,PTS
Unknown,2024,44.3,31.1,76.2,58.1,1.227,0.52,0.0,0.0,0.0,0.0,0.0,44.3,31.1,76.2,58.1,1.227,0.52,0.0,0.0,0.0,0.0
