team_name,season,fg_pct,threep_pct,ft_pct,rpg,apg,spg,bpg,tpg,ppg,oppg,net_rating,FG%,3P%,FT%,REB,AST,STL,BLK,TO,PF,PTS
Unknown,2024,55.2,38.6,80.0,72.1,1.483,0.65,0.0,0.0,0.0,0.0,0.0,55.2,38.6,80.0,72.1,1.483,0.65,0.0,0.0,0.0,0.0
