team_name,season,fg_pct,threep_pct,ft_pct,rpg,apg,spg,bpg,tpg,ppg,oppg,net_rating,FG%,3P%,FT%,REB,AST,STL,BLK,TO,PF,PTS
Unknown,2024,44.7,26.4,85.5,58.9,1.337,0.51,0.0,0.0,0.0,0.0,0.0,44.7,26.4,85.5,58.9,1.337,0.51,0.0,0.0,0.0,0.0
