team_name,season,fg_pct,threep_pct,ft_pct,rpg,apg,spg,bpg,tpg,ppg,oppg,net_rating,FG%,3P%,FT%,REB,AST,STL,BLK,TO,PF,PTS
Unknown,2024,50.0,37.5,56.5,54.3,1.234,0.55,0.0,0.0,0.0,0.0,0.0,50.0,37.5,56.5,54.3,1.234,0.55,0.0,0.0,0.0,0.0
