team_name,season,fg_pct,threep_pct,ft_pct,rpg,apg,spg,bpg,tpg,ppg,oppg,net_rating,FG%,3P%,FT%,REB,AST,STL,BLK,TO,PF,PTS
Unknown,2024,43.0,35.0,86.1,50.0,1.384,0.51,0.0,0.0,0.0,0.0,0.0,43.0,35.0,86.1,50.0,1.384,0.51,0.0,0.0,0.0,0.0
