team_name,season,fg_pct,threep_pct,ft_pct,rpg,apg,spg,bpg,tpg,ppg,oppg,net_rating,FG%,3P%,FT%,REB,AST,STL,BLK,TO,PF,PTS
Unknown,2024,42.2,28.6,86.5,50.9,1.311,0.48,0.0,0.0,0.0,0.0,0.0,42.2,28.6,86.5,50.9,1.311,0.48,0.0,0.0,0.0,0.0
