team_name,season,fg_pct,threep_pct,ft_pct,rpg,apg,spg,bpg,tpg,ppg,oppg,net_rating,FG%,3P%,FT%,REB,AST,STL,BLK,TO,PF,PTS
Unknown,2024,44.3,29.2,69.2,49.3,1.144,0.48,0.0,0.0,0.0,0.0,0.0,44.3,29.2,69.2,49.3,1.144,0.48,0.0,0.0,0.0,0.0
