team_name,season,fg_pct,threep_pct,ft_pct,rpg,apg,spg,bpg,tpg,ppg,oppg,net_rating,FG%,3P%,FT%,REB,AST,STL,BLK,TO,PF,PTS
Unknown,2024,48.4,34.3,77.8,57.1,1.33,0.55,0.0,0.0,0.0,0.0,0.0,48.4,34.3,77.8,57.1,1.33,0.55,0.0,0.0,0.0,0.0
