team_name,season,fg_pct,threep_pct,ft_pct,rpg,apg,spg,bpg,tpg,ppg,oppg,net_rating,FG%,3P%,FT%,REB,AST,STL,BLK,TO,PF,PTS
Unknown,2024,40.0,31.0,82.9,47.9,1.267,0.47,0.0,0.0,0.0,0.0,0.0,40.0,31.0,82.9,47.9,1.267,0.47,0.0,0.0,0.0,0.0
